inspector_name,inspection_date,slip_no,product_name,start_time,end_time,work_minutes,tehai_no,order_no,bottom_ng_count,slat_ng_count,balance_ng_count,ng_total
加藤葵,2026-01-07,SLIP-0107-131,VB-50-80X150-IV,11:09:54,11:14:37,4,TEH-260107-099,ORD-260107-099,0,0,0,0
小林陽,2026-01-07,SLIP-0107-132,RS-100X190-BK,11:10:46,11:16:01,5,TEH-260107-100,ORD-260107-100,0,0,0,0
鈴木ミカ,2026-01-07,SLIP-0107-133,RS-110X210-WH,11:14:27,11:20:19,5,TEH-260107-101,ORD-260107-101,0,0,0,0
田中玲,2026-01-07,SLIP-0107-134,RS-100X190-BK,11:11:11,11:17:41,6,TEH-260107-102,ORD-260107-102,0,0,0,0
加藤葵,2026-01-07,SLIP-0107-135,RS-100X190-BK,11:14:45,11:20:07,5,TEH-260107-103,ORD-260107-103,0,0,0,0
小林陽,2026-01-07,SLIP-0107-136,VB-50-80X150-IV,11:16:16,11:21:42,5,TEH-260107-104,ORD-260107-104,0,0,0,0
鈴木ミカ,2026-01-07,SLIP-0107-137,RS-120X200-GY,11:20:24,11:25:42,5,TEH-260107-105,ORD-260107-105,0,0,0,0
田中玲,2026-01-07,SLIP-0107-138,RS-120X200-GY,11:17:48,11:22:51,5,TEH-260107-106,ORD-260107-106,0,0,0,0
加藤葵,2026-01-08,SLIP-0108-015,VB-50-80X150-IV,08:19:22,08:24:50,5,TEH-260107-107,ORD-260107-107,0,0,0,0
加藤葵,2026-01-07,SLIP-0107-139,VB-50-80X150-IV,11:20:28,11:25:20,4,TEH-260107-108,ORD-260107-108,0,0,0,0
小林陽,2026-01-07,SLIP-0107-140,RS-110X210-WH,11:22:04,11:27:48,5,TEH-260107-109,ORD-260107-109,0,0,0,0
鈴木ミカ,2026-01-07,SLIP-0107-141,VB-60-90X160-BR,11:25:49,11:31:08,5,TEH-260107-110,ORD-260107-110,0,0,0,0
田中玲,2026-01-07,SLIP-0107-142,VB-60-90X160-BR,11:22:59,11:28:00,5,TEH-260107-111,ORD-260107-111,0,0,0,0
加藤葵,2026-01-07,SLIP-0107-143,RS-100X190-BK,11:25:32,11:31:16,5,TEH-260107-112,ORD-260107-112,0,0,0,0
小林陽,2026-01-07,SLIP-0107-144,RS-120X200-GY,11:28:01,11:33:02,5,TEH-260107-113,ORD-260107-113,0,0,0,0
鈴木ミカ,2026-01-07,SLIP-0107-145,RS-120X200-GY,11:31:34,11:36:49,5,TEH-260107-114,ORD-260107-114,0,0,0,0
田中玲,2026-01-07,SLIP-0107-146,RS-100X190-BK,11:28:06,11:33:18,5,TEH-260107-115,ORD-260107-115,0,0,0,0
加藤葵,2026-01-07,SLIP-0107-147,RS-100X190-BK,11:31:43,11:37:25,5,TEH-260107-116,ORD-260107-116,0,0,0,0
小林陽,2026-01-07,SLIP-0107-148,RS-90X180-WH,11:33:13,11:39:26,6,TEH-260107-117,ORD-260107-117,0,0,0,0
鈴木ミカ,2026-01-07,SLIP-0107-149,RS-110X210-WH,11:37:16,11:42:55,5,TEH-260107-118,ORD-260107-118,1,3,2,3
小林陽,2026-01-08,SLIP-0108-016,RS-110X210-WH,08:18:14,08:23:46,5,TEH-260107-119,ORD-260107-119,0,0,0,0
鈴木ミカ,2026-01-08,SLIP-0108-017,RS-90X180-WH,08:24:21,08:29:44,5,TEH-260107-120,ORD-260107-120,0,0,0,0
田中玲,2026-01-08,SLIP-0108-018,RS-100X190-BK,08:24:25,08:30:13,5,TEH-260107-121,ORD-260107-121,0,0,0,0
田中玲,2026-01-07,SLIP-0107-150,VB-60-90X160-BR,11:33:23,11:38:42,5,TEH-260107-122,ORD-260107-122,0,0,0,0
加藤葵,2026-01-07,SLIP-0107-151,VB-50-80X150-IV,11:37:53,11:43:28,5,TEH-260107-123,ORD-260107-123,0,0,0,0
小林陽,2026-01-07,SLIP-0107-152,VB-60-90X160-BR,11:39:54,11:46:16,6,TEH-260107-124,ORD-260107-124,0,0,0,0
鈴木ミカ,2026-01-07,SLIP-0107-153,RS-110X210-WH,11:43:04,11:48:36,5,TEH-260107-125,ORD-260107-125,0,0,0,0
加藤葵,2026-01-08,SLIP-0108-019,VB-50-80X150-IV,08:24:58,08:30:46,5,TEH-260107-126,ORD-260107-126,0,0,0,0
小林陽,2026-01-08,SLIP-0108-020,VB-60-90X160-BR,08:24:03,08:29:53,5,TEH-260107-127,ORD-260107-127,0,0,0,0
田中玲,2026-01-07,SLIP-0107-154,VB-60-90X160-BR,11:39:07,11:45:24,6,TEH-260107-128,ORD-260107-128,0,0,0,0
加藤葵,2026-01-07,SLIP-0107-155,RS-90X180-WH,11:43:40,11:50:12,6,TEH-260107-129,ORD-260107-129,0,0,0,0
小林陽,2026-01-07,SLIP-0107-156,RS-100X190-BK,11:46:21,11:52:41,6,TEH-260107-130,ORD-260107-130,0,0,0,0
鈴木ミカ,2026-01-07,SLIP-0107-157,RS-110X210-WH,11:49:06,11:54:38,5,TEH-260107-131,ORD-260107-131,0,0,0,0
田中玲,2026-01-07,SLIP-0107-158,VB-60-90X160-BR,11:45:49,11:51:14,5,TEH-260107-132,ORD-260107-132,0,0,0,0
加藤葵,2026-01-07,SLIP-0107-159,RS-100X190-BK,11:50:28,11:55:48,5,TEH-260107-133,ORD-260107-133,0,0,0,0
鈴木ミカ,2026-01-08,SLIP-0108-021,RS-100X190-BK,08:30:12,08:37:06,6,TEH-260107-134,ORD-260107-134,0,0,0,0
田中玲,2026-01-08,SLIP-0108-022,RS-100X190-BK,08:30:34,08:36:31,5,TEH-260107-135,ORD-260107-135,0,0,0,0
小林陽,2026-01-07,SLIP-0107-160,VB-60-90X160-BR,11:53:04,11:58:28,5,TEH-260107-136,ORD-260107-136,0,0,0,0
鈴木ミカ,2026-01-07,SLIP-0107-161,VB-60-90X160-BR,13:00:00,13:00:40,0,TEH-260107-137,ORD-260107-137,0,0,0,0
田中玲,2026-01-07,SLIP-0107-162,RS-120X200-GY,11:51:24,11:56:31,5,TEH-260107-138,ORD-260107-138,0,0,0,0
加藤葵,2026-01-08,SLIP-0108-023,VB-50-80X150-IV,08:30:55,08:37:00,6,TEH-260107-139,ORD-260107-139,0,0,0,0
加藤葵,2026-01-07,SLIP-0107-163,VB-50-80X150-IV,13:00:00,13:01:44,1,TEH-260107-140,ORD-260107-140,0,0,0,0
小林陽,2026-01-07,SLIP-0107-164,RS-90X180-WH,13:00:00,13:03:32,3,TEH-260107-141,ORD-260107-141,0,0,0,0
小林陽,2026-01-08,SLIP-0108-024,RS-120X200-GY,08:30:06,08:36:13,6,TEH-260107-142,ORD-260107-142,0,0,0,0
鈴木ミカ,2026-01-07,SLIP-0107-165,VB-60-90X160-BR,13:00:59,13:07:10,6,TEH-260107-143,ORD-260107-143,0,0,0,0
田中玲,2026-01-07,SLIP-0107-166,VB-60-90X160-BR,13:00:00,13:03:09,3,TEH-260107-144,ORD-260107-144,0,0,0,0
加藤葵,2026-01-07,SLIP-0107-167,VB-50-80X150-IV,13:02:02,13:07:41,5,TEH-260107-145,ORD-260107-145,0,0,0,0
小林陽,2026-01-07,SLIP-0107-168,RS-100X190-BK,13:03:37,13:09:45,6,TEH-260107-146,ORD-260107-146,0,0,0,0
鈴木ミカ,2026-01-07,SLIP-0107-169,RS-120X200-GY,13:07:19,13:13:53,6,TEH-260107-147,ORD-260107-147,0,0,0,0
田中玲,2026-01-07,SLIP-0107-170,VB-60-90X160-BR,13:03:21,13:09:13,5,TEH-260107-148,ORD-260107-148,1,0,1,2
加藤葵,2026-01-07,SLIP-0107-171,RS-90X180-WH,13:07:54,13:12:48,4,TEH-260107-149,ORD-260107-149,0,0,0,0
小林陽,2026-01-07,SLIP-0107-172,RS-90X180-WH,13:09:51,13:15:25,5,TEH-260107-150,ORD-260107-150,0,0,0,0
鈴木ミカ,2026-01-07,SLIP-0107-173,VB-60-90X160-BR,13:14:02,13:19:25,5,TEH-260107-151,ORD-260107-151,0,0,0,0
田中玲,2026-01-07,SLIP-0107-174,VB-50-80X150-IV,13:09:22,13:14:52,5,TEH-260107-152,ORD-260107-152,0,0,0,0
加藤葵,2026-01-07,SLIP-0107-175,RS-90X180-WH,13:13:14,13:18:51,5,TEH-260107-153,ORD-260107-153,0,0,0,0
小林陽,2026-01-07,SLIP-0107-176,RS-120X200-GY,13:15:49,13:21:04,5,TEH-260107-154,ORD-260107-154,0,0,0,0
鈴木ミカ,2026-01-08,SLIP-0108-025,RS-100X190-BK,08:37:18,08:42:31,5,TEH-260107-155,ORD-260107-155,0,0,0,0
鈴木ミカ,2026-01-07,SLIP-0107-177,RS-100X190-BK,13:19:48,13:25:38,5,TEH-260107-156,ORD-260107-156,0,0,0,0
田中玲,2026-01-08,SLIP-0108-026,RS-90X180-WH,08:36:54,08:42:59,6,TEH-260107-157,ORD-260107-157,0,0,0,0
田中玲,2026-01-07,SLIP-0107-178,VB-60-90X160-BR,13:15:03,13:20:08,5,TEH-260107-158,ORD-260107-158,0,0,0,0
加藤葵,2026-01-07,SLIP-0107-179,RS-90X180-WH,13:19:19,13:25:01,5,TEH-260107-159,ORD-260107-159,3,0,3,3
小林陽,2026-01-07,SLIP-0107-180,VB-50-80X150-IV,13:21:16,13:26:28,5,TEH-260107-160,ORD-260107-160,0,0,0,0
加藤葵,2026-01-08,SLIP-0108-027,RS-110X210-WH,08:37:06,08:42:43,5,TEH-260107-161,ORD-260107-161,0,0,0,0
鈴木ミカ,2026-01-07,SLIP-0107-181,VB-50-80X150-IV,13:25:56,13:31:40,5,TEH-260107-162,ORD-260107-162,0,0,0,0
田中玲,2026-01-07,SLIP-0107-182,RS-110X210-WH,13:20:13,13:26:05,5,TEH-260107-163,ORD-260107-163,0,0,0,0
小林陽,2026-01-08,SLIP-0108-028,RS-90X180-WH,08:36:29,08:41:27,4,TEH-260107-164,ORD-260107-164,0,0,0,0
加藤葵,2026-01-07,SLIP-0107-183,RS-100X190-BK,13:25:09,13:31:06,5,TEH-260107-165,ORD-260107-165,0,0,0,0
小林陽,2026-01-07,SLIP-0107-184,RS-110X210-WH,13:26:35,13:32:14,5,TEH-260107-166,ORD-260107-166,0,0,0,0
鈴木ミカ,2026-01-07,SLIP-0107-185,RS-100X190-BK,13:31:55,13:37:40,5,TEH-260107-167,ORD-260107-167,0,0,0,0
鈴木ミカ,2026-01-08,SLIP-0108-029,VB-60-90X160-BR,08:42:39,08:48:19,5,TEH-260107-168,ORD-260107-168,0,0,0,0
田中玲,2026-01-07,SLIP-0107-186,RS-110X210-WH,13:26:22,13:32:03,5,TEH-260107-169,ORD-260107-169,0,0,0,0
加藤葵,2026-01-07,SLIP-0107-187,RS-100X190-BK,13:31:14,13:37:43,6,TEH-260107-170,ORD-260107-170,0,0,0,0
小林陽,2026-01-07,SLIP-0107-188,RS-90X180-WH,13:32:24,13:37:55,5,TEH-260107-171,ORD-260107-171,0,0,0,0
田中玲,2026-01-08,SLIP-0108-030,RS-100X190-BK,08:43:25,08:48:45,5,TEH-260107-172,ORD-260107-172,0,0,0,0
鈴木ミカ,2026-01-07,SLIP-0107-189,RS-120X200-GY,13:37:51,13:43:54,6,TEH-260107-173,ORD-260107-173,0,0,0,0
田中玲,2026-01-07,SLIP-0107-190,RS-100X190-BK,13:32:10,13:38:00,5,TEH-260107-174,ORD-260107-174,0,0,0,0
加藤葵,2026-01-07,SLIP-0107-191,VB-50-80X150-IV,13:38:02,13:43:32,5,TEH-260107-175,ORD-260107-175,0,0,0,0
小林陽,2026-01-07,SLIP-0107-192,RS-120X200-GY,13:38:11,13:43:55,5,TEH-260107-176,ORD-260107-176,0,0,0,0
鈴木ミカ,2026-01-07,SLIP-0107-193,VB-60-90X160-BR,13:44:12,13:49:40,5,TEH-260107-177,ORD-260107-177,0,0,0,0
加藤葵,2026-01-08,SLIP-0108-031,VB-60-90X160-BR,08:42:50,08:48:31,5,TEH-260107-178,ORD-260107-178,0,0,0,0
小林陽,2026-01-08,SLIP-0108-032,RS-120X200-GY,08:41:35,08:47:26,5,TEH-260107-179,ORD-260107-179,0,0,0,0
鈴木ミカ,2026-01-08,SLIP-0108-033,VB-50-80X150-IV,08:48:33,08:54:20,5,TEH-260107-180,ORD-260107-180,0,0,0,0
田中玲,2026-01-08,SLIP-0108-034,RS-100X190-BK,08:48:56,08:54:50,5,TEH-260107-181,ORD-260107-181,0,0,0,0
田中玲,2026-01-07,SLIP-0107-194,RS-110X210-WH,13:38:30,13:43:56,5,TEH-260107-182,ORD-260107-182,0,0,0,0
加藤葵,2026-01-08,SLIP-0108-035,RS-110X210-WH,08:48:43,08:54:27,5,TEH-260107-183,ORD-260107-183,0,0,0,0
小林陽,2026-01-08,SLIP-0108-036,RS-120X200-GY,08:47:51,08:53:16,5,TEH-260107-184,ORD-260107-184,0,0,0,0
加藤葵,2026-01-07,SLIP-0107-195,RS-100X190-BK,13:43:49,13:49:29,5,TEH-260107-185,ORD-260107-185,0,0,0,0
小林陽,2026-01-07,SLIP-0107-196,RS-90X180-WH,13:44:12,13:49:12,5,TEH-260107-186,ORD-260107-186,0,0,0,0
鈴木ミカ,2026-01-07,SLIP-0107-197,VB-50-80X150-IV,13:49:52,13:55:14,5,TEH-260107-187,ORD-260107-187,0,0,0,0
田中玲,2026-01-07,SLIP-0107-198,VB-60-90X160-BR,13:44:07,13:50:07,6,TEH-260107-188,ORD-260107-188,0,0,0,0
加藤葵,2026-01-07,SLIP-0107-199,RS-100X190-BK,13:49:36,13:55:02,5,TEH-260107-189,ORD-260107-189,0,0,0,0
小林陽,2026-01-07,SLIP-0107-200,RS-120X200-GY,13:49:28,13:54:51,5,TEH-260107-190,ORD-260107-190,0,0,0,0
鈴木ミカ,2026-01-07,SLIP-0107-201,RS-120X200-GY,13:55:42,14:01:50,6,TEH-260107-191,ORD-260107-191,0,0,0,0
田中玲,2026-01-07,SLIP-0107-202,RS-100X190-BK,13:50:31,13:56:26,5,TEH-260107-192,ORD-260107-192,3,2,3,3
加藤葵,2026-01-07,SLIP-0107-203,VB-60-90X160-BR,13:55:27,14:01:41,6,TEH-260107-193,ORD-260107-193,0,0,0,0
小林陽,2026-01-07,SLIP-0107-204,VB-60-90X160-BR,13:55:01,14:00:48,5,TEH-260107-194,ORD-260107-194,0,0,0,0
鈴木ミカ,2026-01-07,SLIP-0107-205,RS-110X210-WH,14:02:15,14:07:35,5,TEH-260107-195,ORD-260107-195,0,0,0,0
田中玲,2026-01-07,SLIP-0107-206,RS-90X180-WH,13:56:43,14:02:33,5,TEH-260107-196,ORD-260107-196,0,0,0,0
加藤葵,2026-01-07,SLIP-0107-207,VB-60-90X160-BR,14:01:54,14:08:22,6,TEH-260107-197,ORD-260107-197,0,0,0,0
小林陽,2026-01-07,SLIP-0107-208,VB-60-90X160-BR,14:00:54,14:06:04,5,TEH-260107-198,ORD-260107-198,0,0,0,0
鈴木ミカ,2026-01-07,SLIP-0107-209,VB-50-80X150-IV,14:07:40,14:14:20,6,TEH-260107-199,ORD-260107-199,0,0,0,0
鈴木ミカ,2026-01-08,SLIP-0108-037,RS-100X190-BK,08:54:37,09:00:15,5,TEH-260107-200,ORD-260107-200,0,0,0,0
田中玲,2026-01-08,SLIP-0108-038,VB-60-90X160-BR,08:54:58,09:01:25,6,TEH-260107-201,ORD-260107-201,0,0,0,0
田中玲,2026-01-07,SLIP-0107-210,RS-120X200-GY,14:03:03,14:08:38,5,TEH-260107-202,ORD-260107-202,0,0,0,0
加藤葵,2026-01-07,SLIP-0107-211,RS-120X200-GY,14:08:44,14:14:31,5,TEH-260107-203,ORD-260107-203,0,0,0,0
小林陽,2026-01-07,SLIP-0107-212,RS-100X190-BK,14:06:32,14:12:33,6,TEH-260107-204,ORD-260107-204,0,0,0,0
加藤葵,2026-01-08,SLIP-0108-039,RS-100X190-BK,08:54:55,09:00:32,5,TEH-260107-205,ORD-260107-205,0,0,0,0
鈴木ミカ,2026-01-07,SLIP-0107-213,RS-100X190-BK,14:14:50,14:19:52,5,TEH-260107-206,ORD-260107-206,0,0,0,0
田中玲,2026-01-07,SLIP-0107-214,RS-100X190-BK,14:09:06,14:14:36,5,TEH-260107-207,ORD-260107-207,0,0,0,0
加藤葵,2026-01-07,SLIP-0107-215,RS-100X190-BK,14:14:42,14:20:58,6,TEH-260107-208,ORD-260107-208,0,0,0,0
小林陽,2026-01-07,SLIP-0107-216,VB-50-80X150-IV,14:12:46,14:18:10,5,TEH-260107-209,ORD-260107-209,0,0,0,0
小林陽,2026-01-08,SLIP-0108-040,VB-50-80X150-IV,08:53:40,08:59:32,5,TEH-260107-210,ORD-260107-210,0,0,0,0
鈴木ミカ,2026-01-07,SLIP-0107-217,VB-60-90X160-BR,14:20:21,14:26:02,5,TEH-260107-211,ORD-260107-211,0,0,0,0
田中玲,2026-01-07,SLIP-0107-218,RS-110X210-WH,14:14:58,14:20:19,5,TEH-260107-212,ORD-260107-212,0,0,0,0
加藤葵,2026-01-07,SLIP-0107-219,VB-60-90X160-BR,14:21:15,14:26:45,5,TEH-260107-213,ORD-260107-213,0,0,0,0
小林陽,2026-01-07,SLIP-0107-220,VB-60-90X160-BR,14:18:32,14:24:20,5,TEH-260107-214,ORD-260107-214,0,0,0,0
鈴木ミカ,2026-01-07,SLIP-0107-221,RS-100X190-BK,14:26:14,14:31:51,5,TEH-260107-215,ORD-260107-215,0,0,0,0
田中玲,2026-01-07,SLIP-0107-222,VB-50-80X150-IV,14:20:48,14:25:58,5,TEH-260107-216,ORD-260107-216,0,0,0,0
加藤葵,2026-01-07,SLIP-0107-223,RS-110X210-WH,14:26:57,14:33:05,6,TEH-260107-217,ORD-260107-217,0,0,0,0
小林陽,2026-01-07,SLIP-0107-224,RS-120X200-GY,14:24:36,14:30:07,5,TEH-260107-218,ORD-260107-218,0,0,0,0
鈴木ミカ,2026-01-07,SLIP-0107-225,RS-100X190-BK,14:32:04,14:37:24,5,TEH-260107-219,ORD-260107-219,0,0,0,0
田中玲,2026-01-07,SLIP-0107-226,VB-50-80X150-IV,14:26:05,14:31:37,5,TEH-260107-220,ORD-260107-220,0,0,0,0
鈴木ミカ,2026-01-08,SLIP-0108-041,RS-110X210-WH,09:00:33,09:05:51,5,TEH-260107-221,ORD-260107-221,0,0,0,0
田中玲,2026-01-08,SLIP-0108-042,VB-50-80X150-IV,09:01:51,09:07:30,5,TEH-260107-222,ORD-260107-222,0,0,0,0
加藤葵,2026-01-07,SLIP-0107-227,VB-50-80X150-IV,14:33:21,14:39:10,5,TEH-260107-223,ORD-260107-223,0,0,0,0
小林陽,2026-01-07,SLIP-0107-228,RS-100X190-BK,14:30:18,14:35:32,5,TEH-260107-224,ORD-260107-224,0,0,0,0
鈴木ミカ,2026-01-07,SLIP-0107-229,RS-110X210-WH,14:37:33,14:42:56,5,TEH-260107-225,ORD-260107-225,2,3,2,3
田中玲,2026-01-07,SLIP-0107-230,RS-120X200-GY,14:32:04,14:37:51,5,TEH-260107-226,ORD-260107-226,0,0,0,0
加藤葵,2026-01-07,SLIP-0107-231,VB-50-80X150-IV,14:39:40,14:45:04,5,TEH-260107-227,ORD-260107-227,0,0,0,0
加藤葵,2026-01-08,SLIP-0108-043,RS-90X180-WH,09:00:46,09:06:05,5,TEH-260107-228,ORD-260107-228,0,0,0,0
小林陽,2026-01-08,SLIP-0108-044,VB-50-80X150-IV,08:59:42,09:05:05,5,TEH-260107-229,ORD-260107-229,0,0,0,0
小林陽,2026-01-07,SLIP-0107-232,RS-90X180-WH,14:35:51,14:41:35,5,TEH-260107-230,ORD-260107-230,0,0,0,0
鈴木ミカ,2026-01-08,SLIP-0108-045,RS-100X190-BK,09:06:21,09:11:58,5,TEH-260107-231,ORD-260107-231,0,0,0,0
鈴木ミカ,2026-01-07,SLIP-0107-233,VB-50-80X150-IV,14:43:19,14:48:59,5,TEH-260107-232,ORD-260107-232,0,0,0,0
田中玲,2026-01-07,SLIP-0107-234,RS-120X200-GY,14:38:00,14:43:41,5,TEH-260107-233,ORD-260107-233,0,0,0,0
加藤葵,2026-01-07,SLIP-0107-235,VB-60-90X160-BR,14:45:31,14:51:40,6,TEH-260107-234,ORD-260107-234,0,0,0,0
田中玲,2026-01-08,SLIP-0108-046,RS-100X190-BK,09:07:44,09:13:53,6,TEH-260107-235,ORD-260107-235,0,0,0,0
小林陽,2026-01-07,SLIP-0107-236,RS-120X200-GY,14:41:50,14:47:43,5,TEH-260107-236,ORD-260107-236,0,0,0,0
鈴木ミカ,2026-01-07,SLIP-0107-237,RS-90X180-WH,14:49:13,14:55:02,5,TEH-260107-237,ORD-260107-237,0,0,0,0
加藤葵,2026-01-08,SLIP-0108-047,VB-60-90X160-BR,09:06:10,09:11:45,5,TEH-260107-238,ORD-260107-238,0,0,0,0
田中玲,2026-01-07,SLIP-0107-238,RS-110X210-WH,14:43:59,14:49:48,5,TEH-260107-239,ORD-260107-239,0,0,0,0
加藤葵,2026-01-07,SLIP-0107-239,RS-110X210-WH,14:51:58,14:57:10,5,TEH-260107-240,ORD-260107-240,0,0,0,0
小林陽,2026-01-07,SLIP-0107-240,RS-90X180-WH,14:48:10,14:53:44,5,TEH-260107-241,ORD-260107-241,0,0,0,0
鈴木ミカ,2026-01-07,SLIP-0107-241,RS-100X190-BK,14:55:23,15:00:32,5,TEH-260107-242,ORD-260107-242,0,0,0,0
小林陽,2026-01-08,SLIP-0108-048,VB-50-80X150-IV,09:05:15,09:11:36,6,TEH-260107-243,ORD-260107-243,0,0,0,0
田中玲,2026-01-07,SLIP-0107-242,RS-90X180-WH,14:49:54,14:55:21,5,TEH-260107-244,ORD-260107-244,0,0,0,0
鈴木ミカ,2026-01-08,SLIP-0108-049,RS-100X190-BK,09:12:16,09:17:35,5,TEH-260107-245,ORD-260107-245,0,0,0,0
加藤葵,2026-01-07,SLIP-0107-243,RS-110X210-WH,14:57:18,15:03:28,6,TEH-260107-246,ORD-260107-246,0,0,0,0
小林陽,2026-01-07,SLIP-0107-244,RS-90X180-WH,14:53:56,14:59:53,5,TEH-260107-247,ORD-260107-247,0,0,0,0
鈴木ミカ,2026-01-07,SLIP-0107-245,RS-90X180-WH,15:00:39,15:06:11,5,TEH-260107-248,ORD-260107-248,0,0,0,0
田中玲,2026-01-08,SLIP-0108-050,RS-120X200-GY,09:14:04,09:19:32,5,TEH-260107-249,ORD-260107-249,0,0,0,0
田中玲,2026-01-07,SLIP-0107-246,VB-60-90X160-BR,14:55:36,15:01:01,5,TEH-260107-250,ORD-260107-250,0,0,0,0
加藤葵,2026-01-07,SLIP-0107-247,VB-60-90X160-BR,15:03:35,15:09:11,5,TEH-260107-251,ORD-260107-251,0,0,0,0
小林陽,2026-01-07,SLIP-0107-248,VB-60-90X160-BR,15:00:11,15:06:35,6,TEH-260107-252,ORD-260107-252,0,0,0,0
鈴木ミカ,2026-01-07,SLIP-0107-249,RS-120X200-GY,15:06:31,15:12:15,5,TEH-260107-253,ORD-260107-253,0,0,0,0
加藤葵,2026-01-08,SLIP-0108-051,RS-100X190-BK,09:12:13,09:17:17,5,TEH-260107-254,ORD-260107-254,0,0,0,0
田中玲,2026-01-07,SLIP-0107-250,RS-110X210-WH,15:01:09,15:06:41,5,TEH-260107-255,ORD-260107-255,0,0,0,0
小林陽,2026-01-08,SLIP-0108-052,RS-110X210-WH,09:12:06,09:17:56,5,TEH-260107-256,ORD-260107-256,0,0,0,0
加藤葵,2026-01-07,SLIP-0107-251,RS-100X190-BK,15:09:41,15:15:23,5,TEH-260107-257,ORD-260107-257,0,0,0,0
鈴木ミカ,2026-01-08,SLIP-0108-053,RS-110X210-WH,09:17:53,09:23:27,5,TEH-260107-258,ORD-260107-258,0,0,0,0
小林陽,2026-01-07,SLIP-0107-252,RS-120X200-GY,15:06:42,15:12:07,5,TEH-260107-259,ORD-260107-259,0,0,0,0
鈴木ミカ,2026-01-07,SLIP-0107-253,RS-120X200-GY,15:12:37,15:18:00,5,TEH-260107-260,ORD-260107-260,0,0,0,0
田中玲,2026-01-08,SLIP-0108-054,RS-120X200-GY,09:20:01,09:26:13,6,TEH-260107-261,ORD-260107-261,0,0,0,0
田中玲,2026-01-07,SLIP-0107-254,VB-60-90X160-BR,15:07:07,15:12:33,5,TEH-260107-262,ORD-260107-262,0,0,0,0
加藤葵,2026-01-07,SLIP-0107-255,VB-50-80X150-IV,15:15:40,15:21:44,6,TEH-260107-263,ORD-260107-263,0,0,0,0
小林陽,2026-01-07,SLIP-0107-256,VB-60-90X160-BR,15:12:21,15:17:38,5,TEH-260107-264,ORD-260107-264,0,0,0,0
鈴木ミカ,2026-01-07,SLIP-0107-257,RS-90X180-WH,15:18:09,15:23:20,5,TEH-260107-265,ORD-260107-265,0,0,0,0
田中玲,2026-01-07,SLIP-0107-258,VB-60-90X160-BR,15:12:39,15:18:49,6,TEH-260107-266,ORD-260107-266,0,0,0,0
加藤葵,2026-01-07,SLIP-0107-259,RS-90X180-WH,15:22:02,15:27:06,5,TEH-260107-267,ORD-260107-267,0,0,0,0
小林陽,2026-01-07,SLIP-0107-260,RS-90X180-WH,15:17:43,15:23:24,5,TEH-260107-268,ORD-260107-268,0,0,0,0
加藤葵,2026-01-08,SLIP-0108-055,RS-110X210-WH,09:17:42,09:22:59,5,TEH-260107-269,ORD-260107-269,0,0,0,0
小林陽,2026-01-08,SLIP-0108-056,RS-90X180-WH,09:18:08,09:24:14,6,TEH-260107-270,ORD-260107-270,0,0,0,0
鈴木ミカ,2026-01-07,SLIP-0107-261,VB-60-90X160-BR,15:23:29,15:29:54,6,TEH-260107-271,ORD-260107-271,0,0,0,0
田中玲,2026-01-07,SLIP-0107-262,VB-60-90X160-BR,15:19:15,15:25:09,5,TEH-260107-272,ORD-260107-272,0,0,0,0
鈴木ミカ,2026-01-08,SLIP-0108-057,RS-100X190-BK,09:23:52,09:28:56,5,TEH-260107-273,ORD-260107-273,0,0,0,0
田中玲,2026-01-08,SLIP-0108-058,VB-60-90X160-BR,09:26:38,09:32:42,6,TEH-260107-274,ORD-260107-274,0,0,0,0
加藤葵,2026-01-07,SLIP-0107-263,RS-100X190-BK,15:27:17,15:32:51,5,TEH-260107-275,ORD-260107-275,0,0,0,0
加藤葵,2026-01-08,SLIP-0108-059,RS-110X210-WH,09:23:11,09:29:01,5,TEH-260108-001,ORD-260108-001,0,0,0,0
小林陽,2026-01-08,SLIP-0108-060,VB-60-90X160-BR,09:24:30,09:30:32,6,TEH-260108-002,ORD-260108-002,0,0,0,0
鈴木ミカ,2026-01-08,SLIP-0108-061,RS-120X200-GY,09:29:11,09:35:03,5,TEH-260108-003,ORD-260108-003,0,0,0,0
田中玲,2026-01-08,SLIP-0108-062,RS-90X180-WH,09:33:09,09:38:19,5,TEH-260108-004,ORD-260108-004,0,0,0,0
鈴木ミカ,2026-01-09,SLIP-0109-001,VB-50-80X150-IV,08:00:00,08:05:58,5,TEH-260108-005,ORD-260108-005,0,0,0,0
加藤葵,2026-01-08,SLIP-0108-063,VB-50-80X150-IV,09:29:18,09:34:04,4,TEH-260108-006,ORD-260108-006,0,0,0,0
小林陽,2026-01-08,SLIP-0108-064,RS-110X210-WH,09:30:48,09:36:32,5,TEH-260108-007,ORD-260108-007,0,0,0,0
鈴木ミカ,2026-01-08,SLIP-0108-065,RS-110X210-WH,09:35:10,09:41:01,5,TEH-260108-008,ORD-260108-008,0,0,0,0
田中玲,2026-01-08,SLIP-0108-066,VB-60-90X160-BR,09:38:32,09:43:22,4,TEH-260108-009,ORD-260108-009,0,0,0,0
加藤葵,2026-01-08,SLIP-0108-067,VB-50-80X150-IV,09:34:14,09:39:35,5,TEH-260108-010,ORD-260108-010,0,0,0,0
小林陽,2026-01-08,SLIP-0108-068,VB-50-80X150-IV,09:36:48,09:42:10,5,TEH-260108-011,ORD-260108-011,0,0,0,0
